kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N15424,1415,2013,1,M,91.1,Stenungsund,K
N15424,1415,2013,1,T,91.6,Stenungsund,K
N15424,1415,2014,1,K,90.5,Stenungsund,K
N15424,1415,2014,1,M,91,Stenungsund,K
N15424,1415,2014,1,T,90.8,Stenungsund,K
N15424,1415,2015,1,K,91.3,Stenungsund,K
N15424,1415,2015,1,M,89,Stenungsund,K
N15424,1415,2015,1,T,90.1,Stenungsund,K
N15424,1415,2016,1,K,88.7,Stenungsund,K
N15424,1415,2016,1,M,89.9,Stenungsund,K
N15424,1415,2016,1,T,89.3,Stenungsund,K
N15424,1415,2017,1,K,84.1,Stenungsund,K
N15424,1415,2017,1,M,77.9,Stenungsund,K
N15424,1415,2017,1,T,81,Stenungsund,K
N15424,1415,2018,1,K,91.3,Stenungsund,K
N15424,1415,2018,1,M,81.9,Stenungsund,K
N15424,1415,2018,1,T,86.2,Stenungsund,K
N15424,1415,2019,1,K,86.1,Stenungsund,K
N15424,1415,2019,1,M,84.7,Stenungsund,K
N15424,1415,2019,1,T,85.3,Stenungsund,K
N15424,1419,1998,1,K,100,Tjörn,K
N15424,1419,1998,1,M,90,Tjörn,K
N15424,1419,1998,1,T,93.4,Tjörn,K
N15424,1419,1999,1,K,95,Tjörn,K
N15424,1419,1999,1,M,85,Tjörn,K
N15424,1419,1999,1,T,90.5,Tjörn,K
N15424,1419,2000,1,K,92,Tjörn,K
N15424,1419,2000,1,M,91,Tjörn,K
N15424,1419,2000,1,T,91.1,Tjörn,K
N15424,1419,2001,1,K,93,Tjörn,K
N15424,1419,2001,1,M,87,Tjörn,K
N15424,1419,2001,1,T,89.6,Tjörn,K
N15424,1419,2002,1,K,93,Tjörn,K
N15424,1419,2002,1,M,91,Tjörn,K
N15424,1419,2002,1,T,92.2,Tjörn,K
N15424,1419,2003,1,K,95,Tjörn,K
N15424,1419,2003,1,M,93,Tjörn,K
N15424,1419,2003,1,T,93.7,Tjörn,K
N15424,1419,2004,1,K,92,Tjörn,K
N15424,1419,2004,1,M,93,Tjörn,K
N15424,1419,2004,1,T,92.5,Tjörn,K
N15424,1419,2005,1,K,96,Tjörn,K
N15424,1419,2005,1,M,88,Tjörn,K
N15424,1419,2005,1,T,91.6,Tjörn,K
N15424,1419,2006,1,K,100,Tjörn,K
N15424,1419,2006,1,M,87,Tjörn,K
N15424,1419,2006,1,T,91.6,Tjörn,K
N15424,1419,2007,1,K,96,Tjörn,K
N15424,1419,2007,1,M,100,Tjörn,K
N15424,1419,2007,1,T,96.4,Tjörn,K
N15424,1419,2008,1,K,93,Tjörn,K
N15424,1419,2008,1,M,91,Tjörn,K
N15424,1419,2008,1,T,91.9,Tjörn,K
N15424,1419,2009,1,K,92,Tjörn,K
N15424,1419,2009,1,M,93,Tjörn,K
N15424,1419,2009,1,T,92.5,Tjörn,K
N15424,1419,2010,1,K,94,Tjörn,K
N15424,1419,2010,1,M,92,Tjörn,K
N15424,1419,2010,1,T,92.6,Tjörn,K
N15424,1419,2011,1,K,95,Tjörn,K
N15424,1419,2011,1,M,88.8,Tjörn,K
N15424,1419,2011,1,T,91.6,Tjörn,K
N15424,1419,2012,1,K,95,Tjörn,K
N15424,1419,2012,1,M,91.6,Tjörn,K
N15424,1419,2012,1,T,94.5,Tjörn,K
N15424,1419,2013,1,K,95,Tjörn,K
N15424,1419,2013,1,M,92.2,Tjörn,K
N15424,1419,2013,1,T,95.7,Tjörn,K
N15424,1419,2014,1,K,95,Tjörn,K
N15424,1419,2014,1,M,87.7,Tjörn,K
N15424,1419,2014,1,T,91.6,Tjörn,K
N15424,1419,2015,1,K,93.5,Tjörn,K
N15424,1419,2015,1,M,90.9,Tjörn,K
N15424,1419,2015,1,T,92.2,Tjörn,K
N15424,1419,2016,1,K,88.2,Tjörn,K
N15424,1419,2016,1,M,87.8,Tjörn,K
N15424,1419,2016,1,T,88,Tjörn,K
N15424,1419,2017,1,K,85.1,Tjörn,K
N15424,1419,2017,1,M,79.3,Tjörn,K
N15424,1419,2017,1,T,81.8,Tjörn,K
N15424,1419,2018,1,K,93.5,Tjörn,K
N15424,1419,2018,1,M,79.3,Tjörn,K
N15424,1419,2018,1,T,86.2,Tjörn,K
N15424,1419,2019,1,K,89,Tjörn,K
N15424,1419,2019,1,M,84,Tjörn,K
N15424,1419,2019,1,T,86.5,Tjörn,K
N15424,1419,2020,1,K,85.7,Tjörn,K
N15424,1419,2020,1,M,85.5,Tjörn,K
N15424,1419,2020,1,T,85.6,Tjörn,K
N15424,1421,1998,1,K,100,Orust,K
N15424,1421,1998,1,M,94,Orust,K
N15424,1421,1998,1,T,95.9,Orust,K
N15424,1421,1999,1,K,93,Orust,K
N15424,1421,1999,1,M,89,Orust,K
N15424,1421,1999,1,T,90.7,Orust,K
N15424,1421,2000,1,K,94,Orust,K
N15424,1421,2000,1,M,93,Orust,K
N15424,1421,2000,1,T,93.6,Orust,K
