kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N17464,1460,2015,1,T,64.814815,Bengtsfors,K
N17464,1460,2016,1,K,83.333333,Bengtsfors,K
N17464,1460,2016,1,M,56.666667,Bengtsfors,K
N17464,1460,2016,1,T,73.076923,Bengtsfors,K
N17464,1460,2017,1,K,67.857143,Bengtsfors,K
N17464,1460,2017,1,M,61.290323,Bengtsfors,K
N17464,1460,2017,1,T,64.40678,Bengtsfors,K
N17464,1460,2018,1,K,70,Bengtsfors,K
N17464,1460,2018,1,M,62.5,Bengtsfors,K
N17464,1460,2018,1,T,67.391304,Bengtsfors,K
N17464,1460,2019,1,K,65.789474,Bengtsfors,K
N17464,1460,2019,1,M,52.380952,Bengtsfors,K
N17464,1460,2019,1,T,61.016949,Bengtsfors,K
N17464,1460,2020,1,K,50,Bengtsfors,K
N17464,1460,2020,1,M,66.666667,Bengtsfors,K
N17464,1460,2020,1,T,56.25,Bengtsfors,K
N17464,1461,2015,1,K,71.428571,Mellerud,K
N17464,1461,2015,1,M,47.727273,Mellerud,K
N17464,1461,2015,1,T,53.448276,Mellerud,K
N17464,1461,2016,1,K,55.555556,Mellerud,K
N17464,1461,2016,1,M,52.380952,Mellerud,K
N17464,1461,2016,1,T,53.846154,Mellerud,K
N17464,1461,2017,1,K,72.727273,Mellerud,K
N17464,1461,2017,1,M,64.516129,Mellerud,K
N17464,1461,2017,1,T,67.924528,Mellerud,K
N17464,1461,2018,1,K,NA,Mellerud,K
N17464,1461,2018,1,M,NA,Mellerud,K
N17464,1461,2018,1,T,60.606061,Mellerud,K
N17464,1461,2019,1,K,42.857143,Mellerud,K
N17464,1461,2019,1,M,48.387097,Mellerud,K
N17464,1461,2019,1,T,46.666667,Mellerud,K
N17464,1461,2020,1,K,68.181818,Mellerud,K
N17464,1461,2020,1,M,56.666667,Mellerud,K
N17464,1461,2020,1,T,61.538462,Mellerud,K
N17464,1462,2015,1,K,NA,Lilla Edet,K
N17464,1462,2015,1,M,NA,Lilla Edet,K
N17464,1462,2015,1,T,0,Lilla Edet,K
N17464,1462,2016,1,K,NA,Lilla Edet,K
N17464,1462,2016,1,M,NA,Lilla Edet,K
N17464,1462,2016,1,T,0,Lilla Edet,K
N17464,1462,2017,1,K,NA,Lilla Edet,K
N17464,1462,2017,1,M,NA,Lilla Edet,K
N17464,1462,2017,1,T,0,Lilla Edet,K
N17464,1462,2018,1,K,NA,Lilla Edet,K
N17464,1462,2018,1,M,NA,Lilla Edet,K
N17464,1462,2018,1,T,NA,Lilla Edet,K
N17464,1462,2019,1,K,NA,Lilla Edet,K
N17464,1462,2019,1,M,NA,Lilla Edet,K
N17464,1462,2019,1,T,0,Lilla Edet,K
N17464,1462,2020,1,K,NA,Lilla Edet,K
N17464,1462,2020,1,M,NA,Lilla Edet,K
N17464,1462,2020,1,T,NA,Lilla Edet,K
N17464,1463,2015,1,K,67.630058,Mark,K
N17464,1463,2015,1,M,68.478261,Mark,K
N17464,1463,2015,1,T,68.067227,Mark,K
N17464,1463,2016,1,K,78.512397000000007,Mark,K
N17464,1463,2016,1,M,63.522013,Mark,K
N17464,1463,2016,1,T,70,Mark,K
N17464,1463,2017,1,K,75.510204,Mark,K
N17464,1463,2017,1,M,71.794872,Mark,K
N17464,1463,2017,1,T,73.59736,Mark,K
N17464,1463,2018,1,K,73.255814,Mark,K
N17464,1463,2018,1,M,69.69697,Mark,K
N17464,1463,2018,1,T,71.513353,Mark,K
N17464,1463,2019,1,K,74.757282,Mark,K
N17464,1463,2019,1,M,67.567568,Mark,K
N17464,1463,2019,1,T,70.517928,Mark,K
N17464,1463,2020,1,K,71.969697,Mark,K
N17464,1463,2020,1,M,67.295597,Mark,K
N17464,1463,2020,1,T,69.415808,Mark,K
N17464,1465,2015,1,K,90.909091,Svenljunga,K
N17464,1465,2015,1,M,59.259259,Svenljunga,K
N17464,1465,2015,1,T,68.421053,Svenljunga,K
N17464,1465,2016,1,K,73.333333,Svenljunga,K
N17464,1465,2016,1,M,58.823529,Svenljunga,K
N17464,1465,2016,1,T,63.265306,Svenljunga,K
N17464,1465,2017,1,K,35.294118,Svenljunga,K
